type	uri	avsender
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=cb8dbf9e-5b55-4454-9f93-41e428892d01	Indre Helgeland Regionråd og Helgelandsrådet
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=0caf528a-1777-46a5-964b-7a0e22212f45	Insula AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=61a1f485-7c36-4ce5-98a6-86d90c9adeea	Justis- og beredskapsdepartementet (uten merknader)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=b27bc376-f08b-44b5-ba8b-17f884f627e4	Jørgen Christiansen
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=3d5b5d46-f1ce-482d-957d-1f185a959c9e	Jørgen Jakobsen
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=8620448f-b71d-498b-b51c-b8f01c5a68ea	Jørn-Åge Solhaug
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=18f768e1-967c-4666-8910-40e603a571d6	Jørund Hassel
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=c6a3f11b-1ca3-4a13-9513-902674842a3d	KEM Prosjekt AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=50a4f25e-a15a-40c8-8f99-e05230d8f5f8	KI Investeringsselskap AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=c250e0af-3ed9-4669-afd7-d5df4c9ea774	Kjartan Karlsen
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=a3167347-3c60-40de-9ddf-a775d1dfb5cc	Kleiva Fiskefarm
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=6a1fb17f-9d19-4a4e-8c9d-02161d69e75d	Klemet Godtland
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=2dd5fb83-1337-46d3-add8-1b43bc55a67e	Klemet Godtland
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=2da30420-8ce0-4fbe-9045-6153cdf8f33b	KN Entreprenør AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=047d2c02-47ea-4982-8951-091a498b7043	Knive Laks Vardø AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=bdb75559-81ea-47d2-87de-58bc2a802b86	Kobberløpet
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=9f388cdd-a413-470c-8126-67899e3870ea	Kristiansund og Nordmøre Næringsforum
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=594af1b0-311b-482b-a3b3-8ee8b4605acd	KS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=710b78be-f191-4fbd-81a8-7c855524006d	Kvarv AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=1f8d6c32-a43c-4bee-8976-d8de12ebade0	Kvarøy Fiskeoppdrett AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=3feaa50d-2f29-4518-a382-e65ebb3a494a	Kvarøy Oppdrettservice AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=db6d4c0b-fb8e-4fed-9b99-45ed0f3f09bb	Kvarøy Salmon AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=f15724e5-391a-4f5a-81ac-8d8664a42822	Kverva AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=6e56f6f0-aa79-4f28-9542-52e0eb7ba320	Kverva AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=60a5b3fa-708b-44f9-b75a-538dd0eb2376	Kverva AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=543126a0-a94b-412b-aa8b-31ed059286db	Kverva AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=2aa19578-7802-447d-9950-dbab103e6a57	Kverva AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=2a30648a-e38e-4957-98be-e914d94a18d9	Kverva AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=9448d5d5-17e6-4ba8-a835-6ab3c8d3483f	Kvinnherad kommune
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=12aeb9d7-e5fc-4144-842b-429111b533c1	Kvinnherad Næringsservice
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=28eb6e08-359e-4ea2-85a9-9784e685f3b4	Kvitsøy kommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=6c448718-07e3-42f2-afd4-f8a5b491c120	Kvænangen kommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=8cd79068-b166-47aa-b4e7-fb19564b02e4	Kystrederiene
pdf	https://www.regjeringen.no/contentassets/456ce38960ac44e4a3af04b3438d252a/landbruks-og-matdepartementet.pdf?uid=Landbruks-_og_matdepartementet	Landbruks- og matdepartementet (PDF, 147KB)
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=111832b5-91ca-4576-b177-788c9ccd66dc	Lars Peder Brekk
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=d0543571-d60f-4827-8dc5-32e2fa1d3053	Lebesby kommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=71bcf0c2-b7de-455a-a768-d36c316bad13	Lederne
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=85145e81-c707-43e1-908b-85d666b08a50	Leiv Sand transport
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=52fd0070-b1e1-47fd-bd07-ab434ef68d78	Leka kommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=2ba1824b-b04d-4a04-9b7d-264bc860082e	Lerøy Seafood Group
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=b689b046-a70e-421d-a2a9-d0104e1ee172	Lingalaks AS
pdf	https://www.regjeringen.no/contentassets/456ce38960ac44e4a3af04b3438d252a/lo.pdf?uid=LO	LO (PDF, 282KB)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=e2b50f21-597c-4668-a0ae-b3ab68f333e9	Lofotrådet IKP
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=a6b6dfc8-77ae-4fae-bc1a-551f05a5afb1	Lokallaget i Austevoll for Industri og Næringspartiet (INP)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=2f1746a5-3b92-443d-91da-d4f4642dee7c	Loppa kommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=4015893c-1702-442c-8f99-a39d27c186cc	Lovundlaks AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=adfe765c-37b1-4a9d-a990-6e576b4d5fcd	Lurøy Høyre
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=d2a79107-956d-4478-9fe2-ffa0092b4164	Lurøy kommune
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=14a1da84-f69b-471a-8528-6377a8eaf045	Lurøy Senterparti
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=5afab349-afee-45f1-a6a7-fddd8e347cc6	Lønnum Bygg as
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=3485d207-d64e-4040-927a-78cc2e71ae27	Marine Constructions AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=fa82c7cd-fc29-4107-a435-914e5ba35f90	Maritech AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=18954741-2e3b-483f-ae5a-d25e78309ec6	Marø Havbruk AS og E. Karstensen Fiskeoppdrett AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=985668bb-a380-4c81-b30d-a2382f2926ad	Masfjorden kommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=0172a56e-8519-4491-b353-e4b83aea417e	Mekon AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=99fbafb4-6dbd-4239-b145-c87042ea1703	Meløy kommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=e63d769c-7e33-4839-ac56-3bd47fcbf87e	Metro-Opus AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=7a1f606a-1c30-4a52-8d52-a31acb21efe1	Midsund Idrettslag
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=b7a473dc-e6ba-4cd3-93dc-93dc31469e7d	MIL Shipping AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=05cd3a9b-9fe1-4b21-b080-cbd1a94f3d68	MMC First Process
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=355a6c9c-86c2-4e70-8de4-98762ae1aeba	Moreld Aqua AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=bbc2ba7f-ea02-4daf-b809-c83a0686008c	MOULIN DE LA MARCHE
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=614bd73e-e147-4801-b7ba-7cd2be3fe74a	Mowi ASA
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=ec8610e8-fef6-4c2c-80b8-3f74cb5cb8c3	Mowi ASA
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=3787db3e-14c1-4643-a380-fef63415a981	Møre og Romsdal fylkeskommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=5816f1b5-ea4a-45e1-a5e8-6b035f813cbe	Måsøval AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=a9244da6-ba19-47e4-b693-0df5c8d3e8c4	Måsøy Arbeiderparti
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=6d20c03e-b608-4b82-98e6-e590366178a5	Namdal Rensefisk AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=98db50b4-a1c8-4664-8996-50eccca8f338	Namdalskysten Næringsforening
pdf	https://www.regjeringen.no/contentassets/456ce38960ac44e4a3af04b3438d252a/narvik-kommune.pdf?uid=Narvik_kommune	Narvik kommune (PDF, 172KB)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=67bcb17d-c5b8-4de1-88dd-0a8a4ac14378	Naturvernforbundet
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=2fc9dacd-2d60-4e03-afbb-33a7db66ab9c	NCE Aquatech Cluster
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=2d8f478d-bf95-46d6-90b4-dc8f5c625b81	Nekst AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=fecf84d1-1408-4e08-8055-b3dae5ed5753	Nettverk fjord- og kystkommuner
pdf	https://www.regjeringen.no/contentassets/456ce38960ac44e4a3af04b3438d252a/nho-logistikk-og-transport.pdf?uid=NHO_Logistikk_og_Transport	NHO Logistikk og Transport (PDF, 109KB)
pdf	https://www.regjeringen.no/contentassets/456ce38960ac44e4a3af04b3438d252a/nho-luftfart.pdf?uid=NHO_Luftfart	NHO Luftfart (PDF, 64KB)
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=f12a9525-ae91-4ed9-aef3-2d3f4685ab00	NHO Mat og Drikke
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=eeb7e7e4-f3cb-4a01-af4d-3b8fd9f750ea	NHO Reiseliv
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=9194937c-bf7e-4c71-914d-c0196d4ae88a	Nils Kaldahl Anlegg & Transport AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=f2dc0181-f1f2-4de9-99b4-1ad2da4ea236	Nils Williksen AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=7240b237-c036-4d8b-83f5-e1890f0028ce	NMBU
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=3054bb81-b5ac-4767-b3bd-953c612f1dcd	NNN avd 8 Troms
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=545a56c6-ca7e-46b4-b8d1-1fd37a3aa024	NOAH - for dyrs rettigheter
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=a759eb4a-aca7-4aba-b75b-b32a4501df53	Nord Advokatfirma DA
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=fa0aea5d-ba52-4cbc-a1a0-70cf929d6c6c	Nord-Trøndelag Havn Rørvik IKS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=905067da-ce7c-4837-b8d4-41cbf1af34c5	NordicGSA AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=02d7d9a1-5e09-442f-94f1-340afc0f02d7	Nordkapp kommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=95b46a30-4c87-467b-88ab-3baf3d97a33c	Nordlaks Oppdrett AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=a7b63036-c8bd-4965-b943-ef51ca450854	Nordland fylkeskommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=90f95faf-8e63-41ff-a1a7-01e4b0ef5ce7	Nordmoehus Snekkerservice AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=6f3ae9cb-71b5-4eb4-bf56-f8e30fdac4c3	Nordreisa kommune
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=eeb05aa9-5785-4682-80bb-fbb4fcf19b95	Norfra AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=d0cdbc51-629e-46c9-bc8f-589ccc56ad47	Norges Fiskarlag
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=c602bb3e-fc8d-4c0e-83b5-664016472fd3	Norges Miljøvernforbund
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=22ff300b-4487-457c-a770-14f57e5f6d85	Norges sjømatråd
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=913b3742-6182-47c6-802e-9cefe983e8d7	Norsk Industri
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=7fea186c-ce29-486d-90df-df768ad838d5	Norske Skipsverft Salg og Markedsføring
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=bfdb8fc9-dfa4-4375-8fa2-2e6c271b4fb1	NORTH industri as
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=13d9281d-7a6d-423d-8808-30f1d6666523	Norwell AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=900ae81c-e168-4c8b-aa4b-260a8b709c1a	Nova Sea AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=75062808-e373-47d0-8c00-04ffdb24ed2f	NSK Ship Design
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=527578ae-118f-4412-b876-14d190bbc555	Nutrimar Holding AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=4a53655e-d58c-4734-89cc-714b096eb532	Næringsalliansen for Trøndelag
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=dac37892-88a0-49c4-8043-0b5d443e133f	Næringsalliansen Vestland
pdf	https://www.regjeringen.no/contentassets/456ce38960ac44e4a3af04b3438d252a/naringsarena-nord.pdf?uid=N%C3%A6ringsarena_Nord	Næringsarena Nord (PDF, 4MB)
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=8a07d121-c655-4644-b994-2ad99750d532	Næringsforeningen i Stavanger-regionen og Næringsforeningen Haugalandet
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=7ce135ae-a9fc-4d4f-b68c-a5d872cbc5a5	Næringsforeningen i Trondheimsregionen
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=564ba664-723d-4759-9883-fe0cba0236e9	Næringslivets Hovedorganisasjon NHO
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=bc2a85fa-7afb-49c6-a44d-815519acf89d	Nærøysund Aquaservice
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=570b9322-0ae4-4a47-a4f9-0dbe52667a02	Nærøysund FrP
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=f5cad482-2bc5-40cf-b88e-ac57b213e039	Nærøysund Kommune
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=c1af54cf-5957-478e-b859-7c58fe068f1b	Nærøysund og Leka Venstre
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=4f16594c-4fe5-47c9-a0ae-99340f1d9959	Nærøysund Senterparti
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=fe36738a-12c5-4eb1-9d5f-8144b93948a7	Ocean Supreme Holding AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=97e7d6ae-bc78-457d-bed5-a15c138b0b18	Ocein AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=73db95ef-b241-48f9-b6a0-de56efbfe588	Odd Småge AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=fb03ff2b-0010-410e-b107-a9614ffc073a	Ogtech AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=5ccfeafc-56f9-41e3-8d57-51287612bbfc	Ole Jacob Myre
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=b4869724-d10e-4775-a9f6-641c38988db7	Ole Magnus Melchior
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=c3d64ecf-4d14-4d8d-889b-76597e083fbe	Osen kommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=6430023e-6d92-4166-a913-2b5fd6d14fff	Osland Havbruk AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=381957ed-5e73-4d0f-a589-d4db83464be8	Osland Havbruk AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=4e295a8b-151b-4623-a73a-3f7746c2be94	P.G.D. Svensson
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=ae858ab7-29c4-468b-a5ca-f80b116beac0	Parat
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=181dec00-5e8c-4830-bef4-387a227298f4	Pareto Securities AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=bc959f97-730a-43d9-b14a-ce6e46dbbf83	Pelagia AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=7efb124a-e5a9-46d3-bf26-6205e9058a58	Pelagisk Forening
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=d3f1809d-e66f-4c03-9372-ba11547cf58a	Perishable Center Nord AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=644fae71-9dfb-462d-a821-a1c985ec7dd3	Person som ikke har oppgitt navn (015639)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=108fc920-9fe3-4390-a7aa-0520c6a7d305	Person som ikke har oppgitt navn (104839)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=e240bbea-4ba8-4583-a4d9-bd8debc01226	Person som ikke har oppgitt navn (113898)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=3cfa8b1e-d603-4651-a155-c5e3f959efad	Person som ikke har oppgitt navn (114225)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=6f86b116-9560-4ecc-8bc5-da273bf0598c	Person som ikke har oppgitt navn (124895)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=dec4ce74-af08-46be-96d1-ea257208cde1	Person som ikke har oppgitt navn (143520)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=57db7639-ab7b-4f7d-827f-a81065c5d07a	Person som ikke har oppgitt navn (179606)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=a3cec798-2cda-40f6-b80c-bb74af084815	Person som ikke har oppgitt navn (183187)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=8a64c7dd-68b2-4ca0-834a-2b21fd82efe9	Person som ikke har oppgitt navn (184147)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=4e6046de-8d1e-4015-b4fe-1dee97c9a07b	Person som ikke har oppgitt navn (187190)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=78df503d-3bb6-48b7-abce-8a525e53c236	Person som ikke har oppgitt navn (188731)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=32672e9c-f197-4da7-8ef4-7693c61e85f6	Person som ikke har oppgitt navn (203280)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=ef1773ca-6ee6-41ae-8957-3c7a0c1bf86d	Person som ikke har oppgitt navn (214810)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=ae82c187-2a39-4487-9d07-5e034176c545	Person som ikke har oppgitt navn (221852)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=21ee7df7-41b8-4e03-91c1-bc17ce0a1817	Person som ikke har oppgitt navn (242293)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=d242bcee-e502-4b09-b3a9-f28e2c8dcb06	Person som ikke har oppgitt navn (254647)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=17ec22b8-c74e-45aa-bcfd-e31b33e58a2d	Person som ikke har oppgitt navn (264854)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=feb49a57-c91a-4406-b758-1523438d8dd3	Person som ikke har oppgitt navn (272136)
