filnavn,sti,aar,avsender,uid,kilde_type,kilde_fil,kilde_uri,antall_tegn,antall_ord
2023_gulen-kommune_7323ba05-a748-4fab-a9f4-0d3be0d0a897.txt,høringer/fra-2022/2023_gulen-kommune_7323ba05-a748-4fab-a9f4-0d3be0d0a897.txt,2023,Gulen kommune,7323ba05-a748-4fab-a9f4-0d3be0d0a897,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000057_sha256_8d56eb5805ea36290c38e2147eba271264af1cdca80fdb17349b2f24a4b4539b.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=7323ba05-a748-4fab-a9f4-0d3be0d0a897,1381,195
2023_gulen-og-masfjorden-utvikling-as_18ee0139-0254-4505-9948-2d250f344c07.txt,høringer/fra-2022/2023_gulen-og-masfjorden-utvikling-as_18ee0139-0254-4505-9948-2d250f344c07.txt,2023,Gulen og Masfjorden Utvikling as,18ee0139-0254-4505-9948-2d250f344c07,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000062_sha256_904a05ea55dc1186b0ff87334b397a378abe4b824361b77ec2392765642fcc82.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=18ee0139-0254-4505-9948-2d250f344c07,945,130
2023_halogalandsradet-ipr_ab59fe29-7b2f-405a-bd3c-1461da0b029a.txt,høringer/fra-2022/2023_halogalandsradet-ipr_ab59fe29-7b2f-405a-bd3c-1461da0b029a.txt,2023,Hålogalandsrådet IPR,ab59fe29-7b2f-405a-bd3c-1461da0b029a,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000076_sha256_bcbb2abd8fab5a1c1f3221b6f2da90e338d6ed7546f6377b7bbf8618cbfef610.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=ab59fe29-7b2f-405a-bd3c-1461da0b029a,5567,783
2023_hammerfest-kommune_1bf82e9a-2a9d-48d5-b842-5c87214b3048.txt,høringer/fra-2022/2023_hammerfest-kommune_1bf82e9a-2a9d-48d5-b842-5c87214b3048.txt,2023,Hammerfest kommune,1bf82e9a-2a9d-48d5-b842-5c87214b3048,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000063_sha256_cff352152fbeac65f4a97fa2d3e0ce48f4ee47fa9284bb4daac230e4a1ffe14b.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=1bf82e9a-2a9d-48d5-b842-5c87214b3048,10610,1574
2023_hareid-nringsforum-og-rsta-nringskontor_2218ab46-f1b0-41e5-aaca-cbfba643a2b9.txt,høringer/fra-2022/2023_hareid-nringsforum-og-rsta-nringskontor_2218ab46-f1b0-41e5-aaca-cbfba643a2b9.txt,2023,Hareid Næringsforum og Ørsta Næringskontor,2218ab46-f1b0-41e5-aaca-cbfba643a2b9,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000065_sha256_1aab3722c95c3ea95b1c5d4e57d5e6cbdfcfec473dbd89d8244934e25d1903ca.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=2218ab46-f1b0-41e5-aaca-cbfba643a2b9,5918,855
2023_harstad-kommune_no-uid_c4757335c2.txt,høringer/fra-2022/2023_harstad-kommune_no-uid_c4757335c2.txt,2023,Harstad kommune,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000060_sha256_cde07159f65b92c3be10a6747b7d6389c3b614f013323f4f5864f7cbf9cea69e.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=24e4f0cd-f3e3-4f6d-8bc7-d45e58e59f91,15896,2404
2023_hasvik-kommune_d5b1310c-da08-44e3-94a7-047b22211ea7.txt,høringer/fra-2022/2023_hasvik-kommune_d5b1310c-da08-44e3-94a7-047b22211ea7.txt,2023,Hasvik kommune,d5b1310c-da08-44e3-94a7-047b22211ea7,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000066_sha256_36657300f295f94a80b6b029d58f7ccfc185f5dad48bab7a7dbb0bb15a5d141f.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=d5b1310c-da08-44e3-94a7-047b22211ea7,4062,590
2023_hauge-aqua-as_no-uid_22598b3ec4.txt,høringer/fra-2022/2023_hauge-aqua-as_no-uid_22598b3ec4.txt,2023,Hauge Aqua AS,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000068_sha256_3da4c7452d3cddff0946705cadfd53cc2e1e18abd108a24a27d30dc3b957d5d4.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=8e388d6d-4b3d-4d07-9a02-2866e4569870,22269,3157
2023_havard-skibenes_68eb3221-6ba7-41bd-a7f3-079e37cbfdb1.txt,høringer/fra-2022/2023_havard-skibenes_68eb3221-6ba7-41bd-a7f3-079e37cbfdb1.txt,2023,Håvard Skibenes,68eb3221-6ba7-41bd-a7f3-079e37cbfdb1,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000074_sha256_cab842b56394f8053476e11f3b5a96383cbde2ee40df27fabdb8ebb6b08f83a2.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=68eb3221-6ba7-41bd-a7f3-079e37cbfdb1,5292,922
2023_havbruk-til-havs-gruppen-i-norsk-industri_no-uid_a8889c14ce.txt,høringer/fra-2022/2023_havbruk-til-havs-gruppen-i-norsk-industri_no-uid_a8889c14ce.txt,2023,Havbruk til havs gruppen i Norsk Industri,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000064_sha256_22f6e53bdc555bf680b64035329b88f4e25ea7053ddc2acf87788bb4cd74de66.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=371b1cae-fee3-4c91-b9d6-6181c2892bdc,4380,625
2023_havklynga-sa_no-uid_b79c3d9d3d.txt,høringer/fra-2022/2023_havklynga-sa_no-uid_b79c3d9d3d.txt,2023,Havklynga SA,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000065_sha256_c851bc7cf7323e223c9cd96a570fb3f52c59fb36a2695bc8a29cfae7d7c55f09.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=b665e903-d774-47ed-b06a-c4397e93deae,15097,2184
2023_havrn-sjmat-as_1b56f05e-4533-4fc2-aefe-a51052ee45a2.txt,høringer/fra-2022/2023_havrn-sjmat-as_1b56f05e-4533-4fc2-aefe-a51052ee45a2.txt,2023,Havørn Sjømat AS,1b56f05e-4533-4fc2-aefe-a51052ee45a2,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000064_sha256_e3e461cfdfe3c82e22cc7e8afaea100dd053a1f05a94a7aae22193df355edd65.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=1b56f05e-4533-4fc2-aefe-a51052ee45a2,2504,358
2023_heim-kommune_no-uid_a3f9de8a49.txt,høringer/fra-2022/2023_heim-kommune_no-uid_a3f9de8a49.txt,2023,Heim kommune,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000067_sha256_0111c94819cd6bd78fefa59414fb7b0116ec05b10b903f0f5efdc8492055c8c8.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=080b2160-de0c-42a2-b757-cc7e6bdffe45,4067,626
2023_hery-kommune_74f5e2fb-adbf-4767-b8d1-5786b5bcb87b.txt,høringer/fra-2022/2023_hery-kommune_74f5e2fb-adbf-4767-b8d1-5786b5bcb87b.txt,2023,Herøy kommune,74f5e2fb-adbf-4767-b8d1-5786b5bcb87b,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000067_sha256_8c67c121c37a59220de1359c7896b583d1dc2d5de4d446f0b59a871872487f13.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=74f5e2fb-adbf-4767-b8d1-5786b5bcb87b,940,129
2023_hia-gruppen-havbrukerne-i-astafjorden_4f544886-2fa2-47a8-91d9-7cf66c5279c3.txt,høringer/fra-2022/2023_hia-gruppen-havbrukerne-i-astafjorden_4f544886-2fa2-47a8-91d9-7cf66c5279c3.txt,2023,HiA Gruppen (Havbrukerne i Astafjorden),4f544886-2fa2-47a8-91d9-7cf66c5279c3,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000070_sha256_e0528a2f28195390f17015b32c7e1c948ddd37138f13a362a953e2b3e35a952a.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=4f544886-2fa2-47a8-91d9-7cf66c5279c3,2037,311
2023_hitra-fotballklubb_no-uid_783ca679d6.txt,høringer/fra-2022/2023_hitra-fotballklubb_no-uid_783ca679d6.txt,2023,Hitra Fotballklubb,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000072_sha256_2203c768907aa6e6bf844c7176b028c98c9040bf6d2d418d4ff131a31a206f76.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=535b2703-bae9-4300-8b6b-c0f2bc2a735e,2377,359
2023_hitra-kommune_bd9521f2-5d38-41b1-92d4-1153fb5027af.txt,høringer/fra-2022/2023_hitra-kommune_bd9521f2-5d38-41b1-92d4-1153fb5027af.txt,2023,Hitra kommune,bd9521f2-5d38-41b1-92d4-1153fb5027af,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000069_sha256_0523c88c2806d5a78f21d0c91407fc523ae4305b27bef35e98378ca55e6605e1.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=bd9521f2-5d38-41b1-92d4-1153fb5027af,407,69
2023_hjelmeland-kommune_d200d573-9cfe-4fa7-adc4-9219c3fcd572.txt,høringer/fra-2022/2023_hjelmeland-kommune_d200d573-9cfe-4fa7-adc4-9219c3fcd572.txt,2023,Hjelmeland kommune,d200d573-9cfe-4fa7-adc4-9219c3fcd572,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000071_sha256_788e96c827827f807752b7aced301db8d5f863f81d04a758c9d484df58add5f8.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=d200d573-9cfe-4fa7-adc4-9219c3fcd572,2954,425
2023_hofseth-international-as_no-uid_44b014f0b8.txt,høringer/fra-2022/2023_hofseth-international-as_no-uid_44b014f0b8.txt,2023,Hofseth International AS,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000073_sha256_5a1c25cd4706b247f3035b82f0e4113e64c5c6714f07704a48d80a610e75d6d6.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=92da0227-bb5a-4f6c-966a-b94fe91496c6,12036,1805
2023_holmy-maritime-as_no-uid_5ec0377074.txt,høringer/fra-2022/2023_holmy-maritime-as_no-uid_5ec0377074.txt,2023,Holmøy Maritime AS,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000066_sha256_03f84107aa88f53222585ffd17c63fdc6cab6d8b0b4ee8d589b9fc6c1b70b8c2.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=793ae571-960d-42ca-8c03-87616cef79f0,2766,413
2023_hordaland-rrteknikk-as_no-uid_fc723ab4c6.txt,høringer/fra-2022/2023_hordaland-rrteknikk-as_no-uid_fc723ab4c6.txt,2023,Hordaland Rørteknikk AS,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000070_sha256_6f1f83faa41eb27edf2e5f1cb42c939f0fd176ff6e8602b43ac59ada9fee4727.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=d2585e5c-9f33-45e5-9cb5-f131724fd541,15069,2274
2023_hringsinstansen_25819b50-57dd-467f-807b-3c37cd0f4a76.txt,høringer/fra-2022/2023_hringsinstansen_25819b50-57dd-467f-807b-3c37cd0f4a76.txt,2023,Høringsinstansen,25819b50-57dd-467f-807b-3c37cd0f4a76,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000068_sha256_797c747b13ec6784476f8d59b76668e399a7cadd26c8f2e31ad124a2d7a53792.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=25819b50-57dd-467f-807b-3c37cd0f4a76,1393,203
2023_hussain-rafiq-iqbal-javed_e9bc7694-9fe7-4fa7-b48d-ae59ae6dfe01.txt,høringer/fra-2022/2023_hussain-rafiq-iqbal-javed_e9bc7694-9fe7-4fa7-b48d-ae59ae6dfe01.txt,2023,Hussain Rafiq Iqbal Javed,e9bc7694-9fe7-4fa7-b48d-ae59ae6dfe01,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000072_sha256_26083b505d0ad29f463f32d9c88c0c3de6b86ac4c06eb1ddbd56751fa68318ad.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=e9bc7694-9fe7-4fa7-b48d-ae59ae6dfe01,2770,443
2023_hustadvika-arbeiderparti_4c9bf05c-684d-4928-ac9d-c63b26a95fba.txt,høringer/fra-2022/2023_hustadvika-arbeiderparti_4c9bf05c-684d-4928-ac9d-c63b26a95fba.txt,2023,Hustadvika Arbeiderparti,4c9bf05c-684d-4928-ac9d-c63b26a95fba,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000069_sha256_1da5d83d76f14ff2393ac9a8566b9aa631c34c5ef60593c0521b3c627fb673be.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=4c9bf05c-684d-4928-ac9d-c63b26a95fba,1638,238
2023_ibestad-kommune_no-uid_8ac3669164.txt,høringer/fra-2022/2023_ibestad-kommune_no-uid_8ac3669164.txt,2023,Ibestad kommune,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000076_sha256_9ff4a5496923399cfbc3e816bef1ef5e12e610eec4600a2731a2ae608e709637.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=a61b743b-d7fa-437e-9ac5-a44b1c38b900,10979,1650
2023_ida-knutsen_944e3ad0-3b37-4d6d-9f7c-f1afb59fe52e.txt,høringer/fra-2022/2023_ida-knutsen_944e3ad0-3b37-4d6d-9f7c-f1afb59fe52e.txt,2023,Ida Knutsen,944e3ad0-3b37-4d6d-9f7c-f1afb59fe52e,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000075_sha256_eee143cec59bbc03d8a2406c038a8ae3f24b9c3841fc8bd7a3f92dea17b0ed4b.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=944e3ad0-3b37-4d6d-9f7c-f1afb59fe52e,4136,657
2023_incentive-as_no-uid_28bf9bd6f9.txt,høringer/fra-2022/2023_incentive-as_no-uid_28bf9bd6f9.txt,2023,Incentive AS,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000071_sha256_446e74e1dc03f3618d2f134f377cda92fe82804098de5be7203f4d4de9676e8a.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=8446a4cc-dec2-4f2b-aa25-581571373787,3717,586
2023_indre-helgeland-regionrad-og-helgelandsradet_cb8dbf9e-5b55-4454-9f93-41e428892d01.txt,høringer/fra-2022/2023_indre-helgeland-regionrad-og-helgelandsradet_cb8dbf9e-5b55-4454-9f93-41e428892d01.txt,2023,Indre Helgeland Regionråd og Helgelandsrådet,cb8dbf9e-5b55-4454-9f93-41e428892d01,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000077_sha256_8adb61fbd9d1435b0ad02c09cec2192deb840ba75d9b3dd6a238a5d0d21dc319.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=cb8dbf9e-5b55-4454-9f93-41e428892d01,5278,795
2023_insula-as_0caf528a-1777-46a5-964b-7a0e22212f45.txt,høringer/fra-2022/2023_insula-as_0caf528a-1777-46a5-964b-7a0e22212f45.txt,2023,Insula AS,0caf528a-1777-46a5-964b-7a0e22212f45,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000074_sha256_94171cde85976888caf9eeb967108ee75072e076bed5d845694de45440b9c827.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=0caf528a-1777-46a5-964b-7a0e22212f45,25873,3823
2023_jrgen-christiansen_b27bc376-f08b-44b5-ba8b-17f884f627e4.txt,høringer/fra-2022/2023_jrgen-christiansen_b27bc376-f08b-44b5-ba8b-17f884f627e4.txt,2023,Jørgen Christiansen,b27bc376-f08b-44b5-ba8b-17f884f627e4,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000078_sha256_671a0aeb8e8aa87ce8dfcb9d721e968c7d15f540f252cda61f4db86921a4c314.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=b27bc376-f08b-44b5-ba8b-17f884f627e4,2643,393
2023_jrgen-jakobsen_3d5b5d46-f1ce-482d-957d-1f185a959c9e.txt,høringer/fra-2022/2023_jrgen-jakobsen_3d5b5d46-f1ce-482d-957d-1f185a959c9e.txt,2023,Jørgen Jakobsen,3d5b5d46-f1ce-482d-957d-1f185a959c9e,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000073_sha256_3477f4105f392a65d9c41dcb6366273688e4df5e45f6d94e76996fecdaf3e997.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=3d5b5d46-f1ce-482d-957d-1f185a959c9e,14820,2335
2023_jrn-age-solhaug_8620448f-b71d-498b-b51c-b8f01c5a68ea.txt,høringer/fra-2022/2023_jrn-age-solhaug_8620448f-b71d-498b-b51c-b8f01c5a68ea.txt,2023,Jørn-Åge Solhaug,8620448f-b71d-498b-b51c-b8f01c5a68ea,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000079_sha256_1e14177f896342ee87c848149e61b1fd8f987946be23fdd92f23ce5eb7ef58e1.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=8620448f-b71d-498b-b51c-b8f01c5a68ea,201,32
2023_jrund-hassel_no-uid_9e36612a6c.txt,høringer/fra-2022/2023_jrund-hassel_no-uid_9e36612a6c.txt,2023,Jørund Hassel,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000077_sha256_1130b5c36d629e3da9a6d5eb32eb7692f3a6dcf131fe9eac4fe41bf33ca9aba1.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=18f768e1-967c-4666-8910-40e603a571d6,5394,776
2023_justis-og-beredskapsdepartementet-uten-merknader_61a1f485-7c36-4ce5-98a6-86d90c9adeea.txt,høringer/fra-2022/2023_justis-og-beredskapsdepartementet-uten-merknader_61a1f485-7c36-4ce5-98a6-86d90c9adeea.txt,2023,Justis- og beredskapsdepartementet (uten merknader),61a1f485-7c36-4ce5-98a6-86d90c9adeea,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000075_sha256_c12ce54b13e8c092ac7aa66f21effc4e07255bcf6956f27ad6c46b60eb7f0593.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=61a1f485-7c36-4ce5-98a6-86d90c9adeea,68,9
2023_kem-prosjekt-as_no-uid_6dcb487f6f.txt,høringer/fra-2022/2023_kem-prosjekt-as_no-uid_6dcb487f6f.txt,2023,KEM Prosjekt AS,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000084_sha256_9624a6afbc9599ab75951e5901c602096577eb5ab550b5d0435f73f7a1eec88f.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=c6a3f11b-1ca3-4a13-9513-902674842a3d,16498,2630
2023_ki-investeringsselskap-as_no-uid_cef5a00fce.txt,høringer/fra-2022/2023_ki-investeringsselskap-as_no-uid_cef5a00fce.txt,2023,KI Investeringsselskap AS,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000081_sha256_92f1eb101d7b5ab784375f50d8a3f039491709f2d896fbcf7f8233ec9e713e94.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=50a4f25e-a15a-40c8-8f99-e05230d8f5f8,7720,1273
2023_kjartan-karlsen_c250e0af-3ed9-4669-afd7-d5df4c9ea774.txt,høringer/fra-2022/2023_kjartan-karlsen_c250e0af-3ed9-4669-afd7-d5df4c9ea774.txt,2023,Kjartan Karlsen,c250e0af-3ed9-4669-afd7-d5df4c9ea774,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802380-0_0000080_sha256_e663588057ab23cb92d25295075970c4d0fbc1aa0a157682ee41f6f30946e7b9.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=c250e0af-3ed9-4669-afd7-d5df4c9ea774,1633,241
2023_kleiva-fiskefarm_no-uid_11edc06148.txt,høringer/fra-2022/2023_kleiva-fiskefarm_no-uid_11edc06148.txt,2023,Kleiva Fiskefarm,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000083_sha256_92f1eb101d7b5ab784375f50d8a3f039491709f2d896fbcf7f8233ec9e713e94.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=a3167347-3c60-40de-9ddf-a775d1dfb5cc,7720,1273
2023_klemet-godtland_no-uid_97f519fb5c.txt,høringer/fra-2022/2023_klemet-godtland_no-uid_97f519fb5c.txt,2023,Klemet Godtland,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000080_sha256_c6ebbdd950d81ffe00f62c6bead88a8150291c36625ba2525d894952b567cd11.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=2dd5fb83-1337-46d3-add8-1b43bc55a67e,19768,2919
2023_klemet-godtland_no-uid_c35ead051b.txt,høringer/fra-2022/2023_klemet-godtland_no-uid_c35ead051b.txt,2023,Klemet Godtland,no-uid,pdf,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000082_sha256_c58b5c4913c62cd002c7eadc9dd90f8c0e564ebc22fdb688ad297b80992aa42f.pdf,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=6a1fb17f-9d19-4a4e-8c9d-02161d69e75d,3679,531
2023_kn-entreprenr-as_2da30420-8ce0-4fbe-9045-6153cdf8f33b.txt,høringer/fra-2022/2023_kn-entreprenr-as_2da30420-8ce0-4fbe-9045-6153cdf8f33b.txt,2023,KN Entreprenør AS,2da30420-8ce0-4fbe-9045-6153cdf8f33b,html,data/content/nasjonalbiblioteket-svar-horing-prop-78-2022-grunnrenteskatt-laks-manual-20260209222706-4c59c2e3-738-20260209222802945-1_0000079_sha256_55d22732acb05084d2fceee6765a78bb59c59c2c9b75620c57472ecfca3a00ca.html,https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=2da30420-8ce0-4fbe-9045-6153cdf8f33b,1239,213
